school_code,school_name,Year,Value
5126,Merrylands East Public School,2022,87
8227,Merrylands High School,2011,87.6
8227,Merrylands High School,2012,86
8227,Merrylands High School,2013,87.5
8227,Merrylands High School,2014,90.1
8227,Merrylands High School,2015,88.6
8227,Merrylands High School,2016,88.5
8227,Merrylands High School,2017,88.3
8227,Merrylands High School,2018,88
8227,Merrylands High School,2019,86.7
8227,Merrylands High School,2021,85.9
8227,Merrylands High School,2022,80.3
2531,Merrylands Public School,2011,94.9
2531,Merrylands Public School,2012,93
2531,Merrylands Public School,2013,95.6
2531,Merrylands Public School,2014,94.9
2531,Merrylands Public School,2015,92.5
2531,Merrylands Public School,2016,94.3
2531,Merrylands Public School,2017,92.8
2531,Merrylands Public School,2018,91.7
2531,Merrylands Public School,2019,90.5
2531,Merrylands Public School,2021,91.2
2531,Merrylands Public School,2022,85.4
4444,Metella Road Public School,2011,95.1
4444,Metella Road Public School,2012,94.7
4444,Metella Road Public School,2013,95.2
4444,Metella Road Public School,2014,96.8
4444,Metella Road Public School,2015,94.3
4444,Metella Road Public School,2016,94.8
4444,Metella Road Public School,2017,94.6
4444,Metella Road Public School,2018,94.9
4444,Metella Road Public School,2019,93.9
4444,Metella Road Public School,2021,94.1
4444,Metella Road Public School,2022,89
4521,Metford Public School,2011,91.1
4521,Metford Public School,2012,90.6
4521,Metford Public School,2013,90.7
4521,Metford Public School,2014,91.7
4521,Metford Public School,2015,91.4
4521,Metford Public School,2016,91.3
4521,Metford Public School,2017,91.2
4521,Metford Public School,2018,91.1
4521,Metford Public School,2019,89.7
4521,Metford Public School,2021,88
4521,Metford Public School,2022,84.8
5577,Mian School,2021,51.1
5577,Mian School,2022,42.6
2540,Michelago Public School,2011,96.7
2540,Michelago Public School,2012,96.4
2540,Michelago Public School,2013,94.9
2540,Michelago Public School,2014,96.2
2540,Michelago Public School,2015,96.7
2540,Michelago Public School,2016,96.2
2540,Michelago Public School,2017,93.9
2540,Michelago Public School,2018,92.4
2540,Michelago Public School,2019,90.7
2540,Michelago Public School,2021,92.5
2540,Michelago Public School,2022,87.8
2542,Middle Dural Public School,2011,93.6
2542,Middle Dural Public School,2012,93.3
2542,Middle Dural Public School,2013,94.4
2542,Middle Dural Public School,2014,95.3
2542,Middle Dural Public School,2015,87.5
2542,Middle Dural Public School,2016,93.1
2542,Middle Dural Public School,2017,92.6
2542,Middle Dural Public School,2018,92.5
2542,Middle Dural Public School,2019,92.6
2542,Middle Dural Public School,2021,91.6
2542,Middle Dural Public School,2022,88.4
2543,Middle Harbour Public School,2011,97
2543,Middle Harbour Public School,2012,96
2543,Middle Harbour Public School,2013,96.2
2543,Middle Harbour Public School,2014,96.6
2543,Middle Harbour Public School,2015,95.9
2543,Middle Harbour Public School,2016,95.5
2543,Middle Harbour Public School,2017,95.4
2543,Middle Harbour Public School,2018,95.8
2543,Middle Harbour Public School,2019,94.7
2543,Middle Harbour Public School,2021,95.5
2543,Middle Harbour Public School,2022,90.5
4647,Middleton Grange Public School,2011,92
4647,Middleton Grange Public School,2012,93.9
4647,Middleton Grange Public School,2013,93.8
4647,Middleton Grange Public School,2014,94.6
4647,Middleton Grange Public School,2015,93.5
4647,Middleton Grange Public School,2016,93.1
4647,Middleton Grange Public School,2017,93
4647,Middleton Grange Public School,2018,92.8
4647,Middleton Grange Public School,2019,92.6
4647,Middleton Grange Public School,2021,92.8
4647,Middleton Grange Public School,2022,86.3
4089,Middleton Public School,2011,92.4
4089,Middleton Public School,2012,92.1
4089,Middleton Public School,2013,93.7
4089,Middleton Public School,2014,93.9
4089,Middleton Public School,2015,93.8
4089,Middleton Public School,2016,92.9
4089,Middleton Public School,2017,93
4089,Middleton Public School,2018,91.8
4089,Middleton Public School,2019,92.5
4089,Middleton Public School,2021,90.2
4089,Middleton Public School,2022,86.4
2550,Milbrodale Public School,2011,96.2
2550,Milbrodale Public School,2012,94.8
2550,Milbrodale Public School,2013,93.9
2550,Milbrodale Public School,2014,96
2550,Milbrodale Public School,2015,89.8
2550,Milbrodale Public School,2016,94.5
2550,Milbrodale Public School,2017,sp
2550,Milbrodale Public School,2018,93.7
2550,Milbrodale Public School,2019,86.4
2550,Milbrodale Public School,2021,95.3
2550,Milbrodale Public School,2022,84.1
2551,Milbrulong Public School,2011,95.5
2551,Milbrulong Public School,2012,98.4
2551,Milbrulong Public School,2013,94.4
2553,Millbank Public School,2011,90.8
2553,Millbank Public School,2012,94.8
2553,Millbank Public School,2013,96.4
2553,Millbank Public School,2014,97
2553,Millbank Public School,2015,95.1
2553,Millbank Public School,2016,sp
8394,Miller High School,2011,87.3
8394,Miller High School,2012,89.9
8394,Miller High School,2013,90.3
8394,Miller High School,2014,89.3
8394,Miller High School,2015,88.6
8394,Miller High School,2016,87.2
8394,Miller High School,2017,85.1
8394,Miller High School,2018,87.6
8394,Miller High School,2019,87.7
8394,Miller High School,2021,84.1
8394,Miller High School,2022,79
4338,Miller Public School,2011,92
4338,Miller Public School,2012,91.3
4338,Miller Public School,2013,93.9
4338,Miller Public School,2014,91.3
4338,Miller Public School,2015,90.6
4338,Miller Public School,2016,88.8
4338,Miller Public School,2017,88.6
4338,Miller Public School,2018,90.2
4338,Miller Public School,2019,89.3
4338,Miller Public School,2021,89.4
4338,Miller Public School,2022,81.6
2554,Millers Forest Public School,2011,92.5
2554,Millers Forest Public School,2012,91.6
2554,Millers Forest Public School,2013,90.1
2554,Millers Forest Public School,2014,93.6
2554,Millers Forest Public School,2015,94
2554,Millers Forest Public School,2016,91.9
2554,Millers Forest Public School,2017,92.8
2554,Millers Forest Public School,2018,90.5
2554,Millers Forest Public School,2019,89.7
2554,Millers Forest Public School,2021,89.8
2554,Millers Forest Public School,2022,80.2
2555,Millfield Public School,2011,92.8
2555,Millfield Public School,2012,91
2555,Millfield Public School,2013,94.3
2555,Millfield Public School,2014,93.3
2555,Millfield Public School,2015,94.5
2555,Millfield Public School,2016,92.2
2555,Millfield Public School,2017,94
2555,Millfield Public School,2018,93.5
2555,Millfield Public School,2019,90.9
2555,Millfield Public School,2021,88.6
2555,Millfield Public School,2022,84.7
2558,Millthorpe Public School,2011,94.7
2558,Millthorpe Public School,2012,95.6
2558,Millthorpe Public School,2013,95.6
2558,Millthorpe Public School,2014,95
2558,Millthorpe Public School,2015,94.5
2558,Millthorpe Public School,2016,94.6
2558,Millthorpe Public School,2017,95.9
2558,Millthorpe Public School,2018,95.3
2558,Millthorpe Public School,2019,93.8
2558,Millthorpe Public School,2021,92
2558,Millthorpe Public School,2022,91.3
2560,Milperra Public School,2011,94.4
2560,Milperra Public School,2012,94.9
2560,Milperra Public School,2013,94.9
2560,Milperra Public School,2014,94.6
2560,Milperra Public School,2015,94.1
2560,Milperra Public School,2016,94.9
2560,Milperra Public School,2017,94.8
2560,Milperra Public School,2018,94
2560,Milperra Public School,2019,93.4
2560,Milperra Public School,2021,93.9
2560,Milperra Public School,2022,90.1
2565,Milton Public School,2011,93.3
2565,Milton Public School,2012,94.4
2565,Milton Public School,2013,94.4
2565,Milton Public School,2014,94.1
2565,Milton Public School,2015,94.6
2565,Milton Public School,2016,92.3
2565,Milton Public School,2017,94.1
2565,Milton Public School,2018,92.9
2565,Milton Public School,2019,93.6
2565,Milton Public School,2021,92
2565,Milton Public School,2022,84.7
4432,Mimosa Public School,2011,96.4
4432,Mimosa Public School,2012,94.9
4432,Mimosa Public School,2013,96.1
4432,Mimosa Public School,2014,96.4
4432,Mimosa Public School,2015,94.8
4432,Mimosa Public School,2016,95.4
4432,Mimosa Public School,2017,95
4432,Mimosa Public School,2018,95.3
4432,Mimosa Public School,2019,95.4
4432,Mimosa Public School,2021,94.8
4432,Mimosa Public School,2022,92.2
4577,Minchinbury Public School,2011,93.5
4577,Minchinbury Public School,2012,93.2
4577,Minchinbury Public School,2013,93.5
4577,Minchinbury Public School,2014,93.8
4577,Minchinbury Public School,2015,91.6
4577,Minchinbury Public School,2016,92.9
4577,Minchinbury Public School,2017,93.2
4577,Minchinbury Public School,2018,93.3
4577,Minchinbury Public School,2019,92.6
4577,Minchinbury Public School,2021,92.2
4577,Minchinbury Public School,2022,85.7
5616,Minerva School,2021,86.4
5616,Minerva School,2022,82.6
4115,Mingoola Public School,2011,97
4115,Mingoola Public School,2012,93
4115,Mingoola Public School,2013,97.1
4115,Mingoola Public School,2014,96.9
4115,Mingoola Public School,2015,sp
4115,Mingoola Public School,2016,99.2
4115,Mingoola Public School,2017,97.9
4115,Mingoola Public School,2018,87.5
4115,Mingoola Public School,2019,sp
2571,Minmi Public School,2011,95.6
2571,Minmi Public School,2012,94.9
2571,Minmi Public School,2013,95
2571,Minmi Public School,2014,95.1
2571,Minmi Public School,2015,95.4
2571,Minmi Public School,2016,96
2571,Minmi Public School,2017,94.6
2571,Minmi Public School,2018,93.9
2571,Minmi Public School,2019,92.6
2571,Minmi Public School,2021,92.6
2571,Minmi Public School,2022,86.1
4498,Minnamurra Public School,2011,94.1
4498,Minnamurra Public School,2012,94.4
4498,Minnamurra Public School,2013,94.9
4498,Minnamurra Public School,2014,94.9
4498,Minnamurra Public School,2015,92.8
4498,Minnamurra Public School,2016,94.1
4498,Minnamurra Public School,2017,93.5
4498,Minnamurra Public School,2018,93.4
4498,Minnamurra Public School,2019,92.9
4498,Minnamurra Public School,2021,93.2
4498,Minnamurra Public School,2022,86.6
2572,Minto Public School,2011,95.1
2572,Minto Public School,2012,94.6
2572,Minto Public School,2013,94.4
2572,Minto Public School,2014,95.4
2572,Minto Public School,2015,94
2572,Minto Public School,2016,90.1
2572,Minto Public School,2017,92.5
2572,Minto Public School,2018,92.1
2572,Minto Public School,2019,91
2572,Minto Public School,2021,93.4
2572,Minto Public School,2022,87.1
4122,Miranda North Public School,2011,93.7
4122,Miranda North Public School,2012,93.9
4122,Miranda North Public School,2013,94.1
4122,Miranda North Public School,2014,94.2
4122,Miranda North Public School,2015,92.1
4122,Miranda North Public School,2016,94.1
4122,Miranda North Public School,2017,92.8
4122,Miranda North Public School,2018,94.9
4122,Miranda North Public School,2019,93.5
4122,Miranda North Public School,2021,94.1
4122,Miranda North Public School,2022,88.2
2574,Miranda Public School,2011,94.8
2574,Miranda Public School,2012,94.5
2574,Miranda Public School,2013,94.6
2574,Miranda Public School,2014,95
2574,Miranda Public School,2015,94.3
2574,Miranda Public School,2016,94.5
2574,Miranda Public School,2017,94.5
2574,Miranda Public School,2018,92.8
2574,Miranda Public School,2019,93.8
2574,Miranda Public School,2021,92.7
2574,Miranda Public School,2022,88.5
8403,Mitchell High School,2011,90.7
8403,Mitchell High School,2012,90.8
8403,Mitchell High School,2013,90.9
8403,Mitchell High School,2014,91.2
8403,Mitchell High School,2015,91
8403,Mitchell High School,2016,90.8
8403,Mitchell High School,2017,91.2
8403,Mitchell High School,2018,91.5
8403,Mitchell High School,2019,90.8
8403,Mitchell High School,2021,88.4
8403,Mitchell High School,2022,83
2580,Mitchells Island Public School,2011,95.7
2580,Mitchells Island Public School,2012,94
2580,Mitchells Island Public School,2013,95.3
2580,Mitchells Island Public School,2014,95.5
2580,Mitchells Island Public School,2015,95.9
2580,Mitchells Island Public School,2016,93.6
2580,Mitchells Island Public School,2017,92.5
2580,Mitchells Island Public School,2018,94.3
2580,Mitchells Island Public School,2019,92.6
2580,Mitchells Island Public School,2021,86.6
2580,Mitchells Island Public School,2022,83
2581,Mittagong Public School,2011,93.3
2581,Mittagong Public School,2012,93.6
2581,Mittagong Public School,2013,93.4
2581,Mittagong Public School,2014,94.1
2581,Mittagong Public School,2015,93.6
2581,Mittagong Public School,2016,93.2
2581,Mittagong Public School,2017,93.9
2581,Mittagong Public School,2018,92.3
2581,Mittagong Public School,2019,92.5
2581,Mittagong Public School,2021,92.3
2581,Mittagong Public School,2022,86.7
2584,Moama Public School,2011,94.9
2584,Moama Public School,2012,94.8
2584,Moama Public School,2013,93.8
2584,Moama Public School,2014,93.1
2584,Moama Public School,2015,93.9
2584,Moama Public School,2016,89.7
2584,Moama Public School,2017,91.8
2584,Moama Public School,2018,92.2
2584,Moama Public School,2019,90.5
2584,Moama Public School,2021,89.5
2584,Moama Public School,2022,86.9
2585,Modanville Public School,2011,95
2585,Modanville Public School,2012,94.8
2585,Modanville Public School,2013,95.3
2585,Modanville Public School,2014,95.9
2585,Modanville Public School,2015,95.4
2585,Modanville Public School,2016,96.6
2585,Modanville Public School,2017,92.5
2585,Modanville Public School,2018,93
2585,Modanville Public School,2019,91.6
2585,Modanville Public School,2021,90.4
2585,Modanville Public School,2022,85.3
8499,Model Farms High School,2011,93
8499,Model Farms High School,2012,92.8
8499,Model Farms High School,2013,93.1
8499,Model Farms High School,2014,92.9
8499,Model Farms High School,2015,92.7
8499,Model Farms High School,2016,93.3
8499,Model Farms High School,2017,93.3
8499,Model Farms High School,2018,92.9
8499,Model Farms High School,2019,92.3
8499,Model Farms High School,2021,92
8499,Model Farms High School,2022,86.7
2586,Mogo Public School,2011,87
2586,Mogo Public School,2012,84.8
2586,Mogo Public School,2013,90.1
2586,Mogo Public School,2014,88.1
2586,Mogo Public School,2015,87.1
2586,Mogo Public School,2016,80.1
2586,Mogo Public School,2017,87.5
2586,Mogo Public School,2018,81
2586,Mogo Public School,2019,85.9
2586,Mogo Public School,2021,85.3
2586,Mogo Public School,2022,74.6
2590,Molong Central School,2011,93.1
2590,Molong Central School,2012,92.7
2590,Molong Central School,2013,94
2590,Molong Central School,2014,93.9
2590,Molong Central School,2015,94
2590,Molong Central School,2016,93
2590,Molong Central School,2017,93.5
2590,Molong Central School,2018,90.8
2590,Molong Central School,2019,92.1
2590,Molong Central School,2021,88
2590,Molong Central School,2022,82
2593,Mona Vale Public School,2011,95.2
2593,Mona Vale Public School,2012,94.6
2593,Mona Vale Public School,2013,95.5
2593,Mona Vale Public School,2014,96.1
2593,Mona Vale Public School,2015,95.4
2593,Mona Vale Public School,2016,95.1
2593,Mona Vale Public School,2017,94.9
2593,Mona Vale Public School,2018,94.9
2593,Mona Vale Public School,2019,94.2
2593,Mona Vale Public School,2021,93.5
2593,Mona Vale Public School,2022,87
8196,Monaro High School,2011,87.7
8196,Monaro High School,2012,88
8196,Monaro High School,2013,91
8196,Monaro High School,2014,91
8196,Monaro High School,2015,89.6
8196,Monaro High School,2016,89.1
8196,Monaro High School,2017,90.5
8196,Monaro High School,2018,90.3
8196,Monaro High School,2019,88.9
8196,Monaro High School,2021,82
8196,Monaro High School,2022,79.9
2599,Monteagle Public School,2011,92.2
2599,Monteagle Public School,2012,92.4
2599,Monteagle Public School,2013,93.3
2599,Monteagle Public School,2014,94.9
2599,Monteagle Public School,2015,94.7
2599,Monteagle Public School,2016,95.7
2599,Monteagle Public School,2017,94.6
2599,Monteagle Public School,2018,94.3
2599,Monteagle Public School,2019,93.9
2599,Monteagle Public School,2021,88.3
2599,Monteagle Public School,2022,93.3
2608,Moonbi Public School,2011,92.5
2608,Moonbi Public School,2012,93.6
2608,Moonbi Public School,2013,95
2608,Moonbi Public School,2014,95.3
2608,Moonbi Public School,2015,94
2608,Moonbi Public School,2016,93.6
2608,Moonbi Public School,2017,95.2
2608,Moonbi Public School,2018,93.1
2608,Moonbi Public School,2019,90.2
2608,Moonbi Public School,2021,93.8
2608,Moonbi Public School,2022,90.6
8501,Moorebank High School,2011,91
8501,Moorebank High School,2012,91.7
8501,Moorebank High School,2013,92.4
8501,Moorebank High School,2014,93.3
8501,Moorebank High School,2015,92.9
8501,Moorebank High School,2016,92.5
8501,Moorebank High School,2017,92.6
8501,Moorebank High School,2018,92.3
8501,Moorebank High School,2019,90.7
8501,Moorebank High School,2021,91.1
8501,Moorebank High School,2022,85
8241,Moorefield Girls High School,2011,90.5
8241,Moorefield Girls High School,2012,89.4
8241,Moorefield Girls High School,2013,91.4
8241,Moorefield Girls High School,2014,93.3
8241,Moorefield Girls High School,2015,91.3
8241,Moorefield Girls High School,2016,89.1
8241,Moorefield Girls High School,2017,89.6
8241,Moorefield Girls High School,2018,88.2
8241,Moorefield Girls High School,2019,87.9
8241,Moorefield Girls High School,2021,89.1
8241,Moorefield Girls High School,2022,83.5
2616,Moorland Public School,2011,94
2616,Moorland Public School,2012,93.9
2616,Moorland Public School,2013,93.3
2616,Moorland Public School,2014,92.2
2616,Moorland Public School,2015,92.1
2616,Moorland Public School,2016,92.6
2616,Moorland Public School,2017,92
2616,Moorland Public School,2018,91.6
2616,Moorland Public School,2019,90.8
2616,Moorland Public School,2021,90.5
2616,Moorland Public School,2022,83.7
4118,Moree East Public School,2011,79.4
4118,Moree East Public School,2012,78.8
4118,Moree East Public School,2013,74.6
4118,Moree East Public School,2014,80.8
4118,Moree East Public School,2015,82.2
4118,Moree East Public School,2016,77.2
4118,Moree East Public School,2017,81.6
4118,Moree East Public School,2018,75.1
4118,Moree East Public School,2019,74.9
4118,Moree East Public School,2021,77.8
4118,Moree East Public School,2022,72.7
2618,Moree Public School,2011,90.7
2618,Moree Public School,2012,90.9
2618,Moree Public School,2013,90.3
2618,Moree Public School,2014,91.6
2618,Moree Public School,2015,90.5
2618,Moree Public School,2016,90.8
2618,Moree Public School,2017,89.3
2618,Moree Public School,2018,90.1
2618,Moree Public School,2019,88.6
2618,Moree Public School,2021,84.8
2618,Moree Public School,2022,80.8
8325,Moree Secondary College Albert St Campus,2011,61.2
8325,Moree Secondary College Albert St Campus,2012,66.4
8325,Moree Secondary College Albert St Campus,2013,63.8
8325,Moree Secondary College Albert St Campus,2014,67.4
8325,Moree Secondary College Albert St Campus,2015,68.1
8325,Moree Secondary College Albert St Campus,2016,65.3
8325,Moree Secondary College Albert St Campus,2017,70.3
8325,Moree Secondary College Albert St Campus,2018,66.1
8325,Moree Secondary College Albert St Campus,2019,61.3
8325,Moree Secondary College Albert St Campus,2021,62
8325,Moree Secondary College Albert St Campus,2022,51.7
8471,Moree Secondary College Carol Ave Campus,2011,79.9
8471,Moree Secondary College Carol Ave Campus,2012,80.2
8471,Moree Secondary College Carol Ave Campus,2013,78.9
8471,Moree Secondary College Carol Ave Campus,2014,81.4
8471,Moree Secondary College Carol Ave Campus,2015,79.3
8471,Moree Secondary College Carol Ave Campus,2016,79.5
8471,Moree Secondary College Carol Ave Campus,2017,80.9
8471,Moree Secondary College Carol Ave Campus,2018,72.5
8471,Moree Secondary College Carol Ave Campus,2019,68
8471,Moree Secondary College Carol Ave Campus,2021,66.1
8471,Moree Secondary College Carol Ave Campus,2022,59.7
4232,Morgan Street Public School,2011,92.9
4232,Morgan Street Public School,2012,93.3
4232,Morgan Street Public School,2013,93.1
4232,Morgan Street Public School,2014,93.3
4232,Morgan Street Public School,2015,92.7
4232,Morgan Street Public School,2016,93.1
4232,Morgan Street Public School,2017,91.9
4232,Morgan Street Public School,2018,90.8
4232,Morgan Street Public School,2019,91.9
4232,Morgan Street Public School,2021,89.5
4232,Morgan Street Public School,2022,83.8
8413,Morisset High School,2011,85.4
8413,Morisset High School,2012,85.2
8413,Morisset High School,2013,83.7
8413,Morisset High School,2014,82.9
8413,Morisset High School,2015,83.9
8413,Morisset High School,2016,84.8
8413,Morisset High School,2017,86.9
8413,Morisset High School,2018,83.2
8413,Morisset High School,2019,82.8
8413,Morisset High School,2021,78.9
8413,Morisset High School,2022,74.4
2621,Morisset Public School,2011,93.9
2621,Morisset Public School,2012,92
2621,Morisset Public School,2013,93.7
2621,Morisset Public School,2014,93.4
2621,Morisset Public School,2015,93.8
2621,Morisset Public School,2016,91
2621,Morisset Public School,2017,90.3
2621,Morisset Public School,2018,90
2621,Morisset Public School,2019,89.1
2621,Morisset Public School,2021,89.3
2621,Morisset Public School,2022,83
2623,Morpeth Public School,2011,94.3
2623,Morpeth Public School,2012,96
2623,Morpeth Public School,2013,95.3
2623,Morpeth Public School,2014,95.9
2623,Morpeth Public School,2015,94.1
2623,Morpeth Public School,2016,92.6
2623,Morpeth Public School,2017,93.8
2623,Morpeth Public School,2018,92.8
2623,Morpeth Public School,2019,93.4
2623,Morpeth Public School,2021,91.2
2623,Morpeth Public School,2022,84.3
2624,Mortdale Public School,2011,94.1
2624,Mortdale Public School,2012,94.5
2624,Mortdale Public School,2013,93.5
2624,Mortdale Public School,2014,94.6
2624,Mortdale Public School,2015,94.3
2624,Mortdale Public School,2016,95
2624,Mortdale Public School,2017,96.7
2624,Mortdale Public School,2018,95.4
2624,Mortdale Public School,2019,94.2
2624,Mortdale Public School,2021,95
2624,Mortdale Public School,2022,88.6
2625,Mortlake Public School,2011,96.9
2625,Mortlake Public School,2012,94.7
2625,Mortlake Public School,2013,95.6
2625,Mortlake Public School,2014,94.9
2625,Mortlake Public School,2015,94.3
2625,Mortlake Public School,2016,94.2
2625,Mortlake Public School,2017,94.8
2625,Mortlake Public School,2018,94.6
2625,Mortlake Public School,2019,94.8
2625,Mortlake Public School,2021,94.2
2625,Mortlake Public School,2022,89
8368,Moruya High School,2011,88.3
8368,Moruya High School,2012,86.5
8368,Moruya High School,2013,89
8368,Moruya High School,2014,88
8368,Moruya High School,2015,86.6
8368,Moruya High School,2016,85.8
8368,Moruya High School,2017,86.3
8368,Moruya High School,2018,85.3
8368,Moruya High School,2019,82.8
8368,Moruya High School,2021,78.6
8368,Moruya High School,2022,76.2
2628,Moruya Public School,2011,92.3
2628,Moruya Public School,2012,92.8
2628,Moruya Public School,2013,92.7
2628,Moruya Public School,2014,92
2628,Moruya Public School,2015,91.6
2628,Moruya Public School,2016,91.2
2628,Moruya Public School,2017,92.2
2628,Moruya Public School,2018,89.8
2628,Moruya Public School,2019,90.5
2628,Moruya Public School,2021,88.1
2628,Moruya Public School,2022,82.3
8326,Mosman High School,2011,92.9
8326,Mosman High School,2012,93.2
8326,Mosman High School,2013,93.2
8326,Mosman High School,2014,93.7
8326,Mosman High School,2015,93.3
8326,Mosman High School,2016,94
8326,Mosman High School,2017,93.6
8326,Mosman High School,2018,92.6
8326,Mosman High School,2019,92.1
8326,Mosman High School,2021,91.2
8326,Mosman High School,2022,86.7
7430,Mosman Public School,2011,96.6
7430,Mosman Public School,2012,95.4
7430,Mosman Public School,2013,95.5
7430,Mosman Public School,2014,96.1
7430,Mosman Public School,2015,95.9
7430,Mosman Public School,2016,95.6
7430,Mosman Public School,2017,95.7
7430,Mosman Public School,2018,95.6
7430,Mosman Public School,2019,95.1
7430,Mosman Public School,2021,95.1
7430,Mosman Public School,2022,91.3
8388,Moss Vale High School,2011,89.5
8388,Moss Vale High School,2012,90.6
8388,Moss Vale High School,2013,88.7
8388,Moss Vale High School,2014,89
8388,Moss Vale High School,2015,90.5
8388,Moss Vale High School,2016,89.9
8388,Moss Vale High School,2017,90.2
8388,Moss Vale High School,2018,87.7
8388,Moss Vale High School,2019,87.5
8388,Moss Vale High School,2021,87.4
8388,Moss Vale High School,2022,82.8
2631,Moss Vale Public School,2011,92.8
2631,Moss Vale Public School,2012,92.9
2631,Moss Vale Public School,2013,93.8
2631,Moss Vale Public School,2014,93.5
2631,Moss Vale Public School,2015,93.7
2631,Moss Vale Public School,2016,93.4
2631,Moss Vale Public School,2017,92.9
2631,Moss Vale Public School,2018,92.4
2631,Moss Vale Public School,2019,92.6
2631,Moss Vale Public School,2021,91.8
2631,Moss Vale Public School,2022,84.8
2632,Moulamein Public School,2011,94.4
2632,Moulamein Public School,2012,95.5
2632,Moulamein Public School,2013,95
2632,Moulamein Public School,2014,96.6
2632,Moulamein Public School,2015,94.3
2632,Moulamein Public School,2016,92.5
2632,Moulamein Public School,2017,93
2632,Moulamein Public School,2018,93.1
2632,Moulamein Public School,2019,94.1
2632,Moulamein Public School,2021,93.6
2632,Moulamein Public School,2022,93.1
8286,Mount Annan High School,2011,89.5
8286,Mount Annan High School,2012,89.3
8286,Mount Annan High School,2013,91
8286,Mount Annan High School,2014,90.1
8286,Mount Annan High School,2015,90.3
8286,Mount Annan High School,2016,89.5
8286,Mount Annan High School,2017,89.5
8286,Mount Annan High School,2018,88.5
8286,Mount Annan High School,2019,87.7
8286,Mount Annan High School,2021,85.6
8286,Mount Annan High School,2022,84
4597,Mount Annan Public School,2011,94.5
4597,Mount Annan Public School,2012,94.8
4597,Mount Annan Public School,2013,95
4597,Mount Annan Public School,2014,95.5
4597,Mount Annan Public School,2015,94.6
4597,Mount Annan Public School,2016,94.1
4597,Mount Annan Public School,2017,94.6
4597,Mount Annan Public School,2018,94.3
4597,Mount Annan Public School,2019,93.6
4597,Mount Annan Public School,2021,92.7
4597,Mount Annan Public School,2022,86.6
8407,Mount Austin High School,2011,83.4
8407,Mount Austin High School,2012,79.4
8407,Mount Austin High School,2013,83.8
8407,Mount Austin High School,2014,81.1
8407,Mount Austin High School,2015,84.2
8407,Mount Austin High School,2016,84.5
8407,Mount Austin High School,2017,83.2
8407,Mount Austin High School,2018,81.1
8407,Mount Austin High School,2019,79.9
8407,Mount Austin High School,2021,72.7
8407,Mount Austin High School,2022,71.4
4215,Mount Austin Public School,2011,90.4
4215,Mount Austin Public School,2012,89.7
4215,Mount Austin Public School,2013,91.1
4215,Mount Austin Public School,2014,90.5
4215,Mount Austin Public School,2015,89
4215,Mount Austin Public School,2016,87.2
4215,Mount Austin Public School,2017,89.4
4215,Mount Austin Public School,2018,88.7
4215,Mount Austin Public School,2019,87.7
4215,Mount Austin Public School,2021,88.9
4215,Mount Austin Public School,2022,84.6
4423,Mount Brown Public School,2011,94.5
4423,Mount Brown Public School,2012,93.5
4423,Mount Brown Public School,2013,94.3
4423,Mount Brown Public School,2014,94.5
4423,Mount Brown Public School,2015,93.9
4423,Mount Brown Public School,2016,93.2
4423,Mount Brown Public School,2017,94
4423,Mount Brown Public School,2018,93.6
4423,Mount Brown Public School,2019,93.3
4423,Mount Brown Public School,2021,92.6
4423,Mount Brown Public School,2022,84.1
3885,Mount Colah Public School,2011,95.2
3885,Mount Colah Public School,2012,96.4
3885,Mount Colah Public School,2013,95.8
3885,Mount Colah Public School,2014,96.3
3885,Mount Colah Public School,2015,95.9
3885,Mount Colah Public School,2016,95.8
3885,Mount Colah Public School,2017,96.1
3885,Mount Colah Public School,2018,95.5
3885,Mount Colah Public School,2019,94.8
3885,Mount Colah Public School,2021,95.3
3885,Mount Colah Public School,2022,89.8
4290,Mount Druitt Public School,2011,92.6
4290,Mount Druitt Public School,2012,92.4
4290,Mount Druitt Public School,2013,93.3
4290,Mount Druitt Public School,2014,93
4290,Mount Druitt Public School,2015,92.8
4290,Mount Druitt Public School,2016,92.5
4290,Mount Druitt Public School,2017,92.3
4290,Mount Druitt Public School,2018,92.1
4290,Mount Druitt Public School,2019,92.5
4290,Mount Druitt Public School,2021,91.1
4290,Mount Druitt Public School,2022,85.6
2637,Mount George Public School,2011,92.2
2637,Mount George Public School,2012,88.7
2637,Mount George Public School,2013,87.8
2637,Mount George Public School,2014,93.4
2637,Mount George Public School,2015,88.1
2637,Mount George Public School,2016,89.2
2637,Mount George Public School,2017,96.5
2637,Mount George Public School,2018,91.7
2637,Mount George Public School,2019,84.9
2637,Mount George Public School,2021,83.7
2637,Mount George Public School,2022,89.3
2640,Mount Hunter Public School,2011,96.2
2640,Mount Hunter Public School,2012,95.1
2640,Mount Hunter Public School,2013,96.6
2640,Mount Hunter Public School,2014,94.6
2640,Mount Hunter Public School,2015,93.9
2640,Mount Hunter Public School,2016,95.4
2640,Mount Hunter Public School,2017,94.8
2640,Mount Hunter Public School,2018,96.3
2640,Mount Hunter Public School,2019,91.4
2640,Mount Hunter Public School,2021,89.7
2640,Mount Hunter Public School,2022,85.5
3939,Mount Hutton Public School,2011,93.4
3939,Mount Hutton Public School,2012,92.1
3939,Mount Hutton Public School,2013,93
3939,Mount Hutton Public School,2014,93.4
3939,Mount Hutton Public School,2015,91.5
3939,Mount Hutton Public School,2016,92
3939,Mount Hutton Public School,2017,92.4
3939,Mount Hutton Public School,2018,90.1
